,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,gt_ndvi,gt_msavi2,Labels_km,Label_T
63,63,0.9273189,0.002682895,1.1512359,2.56431,3.0577438,-0.39482796,-0.25636366,1.1781998,2.6865325,-0.09262299,0.717582924,0.83399799,4,8
64,64,1.0260243,-0.17289878,1.1242465,2.5205457,3.2173715,-0.18621896,-0.3629232,1.2037753,2.5998566,-0.69259745,0.728635683,0.842156486,4,8
65,65,1.3599283,-0.4758707,0.7852925,2.4589796,3.2306058,-0.90649104,-0.6780065,1.2022436,2.687916,-0.24969499,0.695035286,0.819063133,4,8
66,66,0.92218506,0.30345178,0.7656003,2.9062235,3.5389733,-0.24965318,-0.48544398,1.2397584,3.717378,-0.13343695,0.645472937,0.78242262,8,6
67,67,1.0234165,-0.5274337,0.98303884,2.6308992,3.3438895,-0.37396994,-0.5970534,1.2527294,2.5120218,-0.5669351,0.741929159,0.851145705,4,8
68,68,1.1073954,0.1415154,1.903086,3.4529257,2.9292328,-0.71795964,-0.32321513,1.9915156,6.1132746,-1.1628916,0.548456816,0.704114703,6,2
69,69,0.8354848,0.49858403,0.74052143,2.3587008,3.2427661,-0.5637803,-0.6787868,1.1054455,2.639021,-0.5253546,0.724164462,0.839218408,4,8
70,70,1.0663053,0.1308857,1.1843716,2.249358,3.566895,-0.19830732,-0.36431032,1.2322233,2.7185915,-1.0969934,0.72910512,0.842218307,3,7
71,71,1.051182,0.1786877,1.1618462,2.2331462,3.4946442,-0.7456125,-0.4915144,1.120567,2.791541,-0.8051121,0.721948206,0.837223011,3,7
72,72,1.3491732,-0.6878944,1.2594707,2.6613336,3.4467351,-0.31484798,-0.3165937,1.353478,2.633282,-0.45752475,0.728641524,0.841910696,3,7
73,73,1.1828756,-0.7595065,0.89869064,2.44284,3.3485825,-0.4032429,-0.8168701,1.0441127,2.6920657,-0.4271352,0.719829765,0.836163281,4,8
74,74,1.2332144,-0.3551776,0.43321693,2.1836538,3.147016,-0.24535497,-0.6300506,1.1424484,3.450507,-0.56669736,0.638137833,0.778042181,1,5
75,75,0.9656455,0.07753786,0.9880192,2.382147,3.1995227,-0.39600694,-0.553819,1.351225,2.8970947,-0.8610573,0.709213406,0.828733871,1,5
76,76,0.9370314,-0.26633757,0.27212226,2.115177,3.100388,-0.52273893,-0.89260876,0.9020161,3.094315,-0.24652077,0.670632013,0.801774574,1,5
77,77,0.98281074,-0.3050488,0.4558618,2.4247963,3.18984,-0.053657126,-0.6346725,0.29208612,3.4105222,-0.48025548,0.637909063,0.775836397,1,5
78,78,1.0486736,0.19324379,0.79407334,2.1534946,3.0529773,-0.35492778,-0.6594481,1.2313453,3.8023717,-0.61435837,0.629605681,0.77165125,1,5
79,79,1.214691,-0.6389911,0.8650586,2.1553006,2.9306402,-0.83209294,-0.5279392,1.0587479,2.745284,-0.24037457,0.690114055,0.815627067,1,5
80,80,1.6634005,0.25632796,2.3963192,3.6060317,3.0277493,-0.5723412,-0.5819094,1.9368666,6.101052,-1.212499,0.540958201,0.696284326,6,2
81,81,1.2240043,0.29353827,1.3576669,2.1742094,2.8910854,-0.6231113,-0.45125082,1.2321032,2.9526377,-0.8099345,0.681246735,0.809005497,1,5
82,82,0.73671687,0.41845754,0.5297669,2.6261122,2.1344852,-0.7014788,-0.59047073,0.77469003,2.8329728,-0.40789863,0.659502554,0.792689146,1,5
83,83,1.3917549,0.31402737,1.510624,2.160988,2.6128953,-0.85767317,-0.5392279,1.1513709,2.9125543,-0.12480144,0.665086825,0.796763993,1,5
84,84,1.4847243,0.17960607,1.4634004,2.1749895,2.65774,-0.95022595,-0.525266,1.1543193,2.9160895,-0.08335759,0.663909777,0.795956044,1,5
85,85,1.3427579,-0.44033003,1.373261,2.271451,2.3916929,0.18734871,-0.6000874,0.7774813,2.8631535,-0.6577321,0.661321681,0.793798036,1,5
86,86,1.0656613,0.22459458,1.1550303,2.2408042,2.3578825,-0.33053896,-0.7392981,0.9502936,2.7184749,-0.5318794,0.677812296,0.805572162,1,5
87,87,1.3116897,-0.8597534,1.1326604,2.5212133,2.4150794,0.040065546,-0.74498993,0.73976386,3.1326985,0.015977291,0.647899592,0.783730408,1,5
88,88,0.5866573,-0.18667658,0.97925955,2.703407,3.545896,0.021837985,-0.366453,1.019926,3.2130167,-0.114713535,0.70539228,0.825590707,3,7
89,89,0.9183267,0.2917627,1.451081,2.4502645,2.8573368,-0.4158706,-0.18938164,1.2882264,3.217985,-0.829372,0.67007506,0.800079957,1,5
90,90,1.4315695,-0.84144753,1.1343744,2.6644716,2.779069,-0.24904686,-0.7887395,0.8519274,2.6629987,-0.5753264,0.679876813,0.807006307,4,8
91,91,1.0534823,0.08290612,0.7687985,1.9466411,2.4844897,-0.21568824,-0.6088906,0.95341146,2.8095677,-0.40546957,0.638147098,0.777585684,1,5
92,92,1.722938,-0.17554401,2.0586996,3.643456,3.0715432,-0.42006558,-0.3787565,1.8471603,6.039443,-1.0430119,0.526938271,0.684583339,6,2
93,93,1.136951,0.35298774,0.9822721,1.9914937,2.546246,-0.30848497,-0.63092446,1.0570682,2.8122728,-0.611665,0.638699422,0.777507732,1,5
94,94,1.2024454,0.007693208,0.9895821,2.040453,2.5507379,-0.6157326,-0.5599005,1.0762713,2.8711824,-0.4269933,0.6417988,0.780109632,1,5
95,95,1.0055295,-0.03773593,0.7566886,2.292935,2.6995032,-0.25349104,-0.3191662,1.1447475,3.1741667,0.046349656,0.63232787,0.773567947,1,5
96,96,0.7716494,0.1898085,0.15363704,2.6326883,2.540408,-0.51291007,-0.19311723,0.967453,3.2896724,-0.6672377,0.613730755,0.759179119,1,5
97,97,0.41397214,0.5514861,0.38717186,2.5392177,2.2343369,-0.5406623,-0.4492421,1.1595389,3.1039472,-0.101306796,0.651018354,0.787126784,1,5
98,98,0.66087943,-0.23364972,0.75552624,2.6049142,2.0684428,-0.7551378,-0.3429923,0.82117,3.062024,-0.38632354,0.660635405,0.793676748,1,5
99,99,0.3564023,0.53928024,0.9540508,3.03402,2.540784,-0.5731663,0.08787284,1.3771311,2.9326267,-0.7452823,0.665507406,0.797847713,4,8
100,100,0.7708221,-0.5773418,0.82338786,2.8577256,3.5514872,-0.2101358,0.010744997,0.68880546,3.4943612,0.06372498,0.672326565,0.80130494,3,7
101,101,0.8520313,-0.012017733,0.8252392,2.48712,2.0743523,-0.5497269,-0.5061432,0.7035522,2.725042,-0.5258196,0.664977858,0.796501033,1,5
102,102,0.6052679,1.0618303,0.7531961,2.3743758,1.9642884,-0.68393177,-0.5778773,0.8598849,3.1740432,-0.7878233,0.636614732,0.77553855,1,5
103,103,0.8885915,0.34235168,0.7227696,2.4908814,1.9210054,-0.7940758,-0.8951783,0.6958736,2.7341452,-0.6604982,0.649486437,0.784925852,1,5
104,104,0.8095025,0.30879113,0.6520545,2.492711,1.9020559,-0.5561382,-0.8302488,0.6076825,2.6335118,-0.58158714,0.652328883,0.787006072,4,8
105,105,1.8696069,0.4106756,2.1185102,3.6530182,2.9083202,-0.19405092,-1.007,1.3329575,5.06182,-0.94832075,0.566916075,0.716746528,6,2
106,106,0.98115677,-0.33493933,1.0276481,2.713738,1.812314,-0.37505254,0.12319355,0.89041764,3.2336116,-0.3541689,0.623576033,0.766133632,1,5
107,107,1.0772231,0.47306994,1.3685172,2.2376661,2.7822378,-0.59924406,-0.19145776,1.4526241,3.4116414,-0.5413053,0.642246598,0.780744751,1,5
108,108,1.555092,-0.20881145,1.8199542,2.4589672,3.3590145,-0.024165511,-0.61882925,1.2671185,2.842916,-0.7471521,0.703466647,0.823064148,3,7
109,109,1.1341039,0.07792381,0.654373,2.3457863,3.3669443,-0.6276739,-0.61658347,1.1535133,3.4199934,-0.21353899,0.660548895,0.793499349,1,5
110,110,0.6637912,0.38068023,0.5877939,2.25456,3.0404856,-0.47116455,-0.4152255,1.3233203,3.9522326,-0.2949918,0.63647163,0.776423674,1,5
111,111,2.1653218,-0.8760034,1.3072648,1.7353408,2.4004326,-0.3465208,-0.34595504,0.42699823,4.2586555,-0.47963104,0.451729664,0.61499081,1,5
112,112,0.8496727,0.603044,0.8696197,2.5839837,2.4388437,-0.6644267,-0.6288328,1.3144103,4.277231,-0.2323085,0.582136241,0.734218105,8,6
113,113,0.38652134,0.5528955,1.2608045,2.9173126,2.7080479,-0.86260587,-0.25476372,1.5790384,5.3806915,-0.8385982,0.596136494,0.745360044,0,1
114,114,0.48100376,-0.37260327,0.85861015,3.1828854,2.8153427,-0.93418413,0.12427724,1.4591032,5.081496,-0.6557809,0.609160394,0.755667441,8,6
115,115,0.2600577,0.22664733,0.81139994,3.0809376,3.0680397,-0.91573673,0.08898478,1.5424911,5.1057224,-0.36616513,0.630733216,0.772417623,8,6
116,116,0.7212383,0.35102972,0.7283623,2.5549002,2.3375998,-0.851014,-0.44568002,0.80847335,3.5559099,-0.5389452,0.633792681,0.773655478,1,5
117,117,0.7863252,0.4844077,1.9134816,3.1921964,2.8300977,-0.84427744,-0.36600187,1.8734128,6.0634828,-0.95314634,0.552617158,0.70741238,6,2
118,118,-0.29052582,0.046426162,0.5010579,3.147078,3.5534275,0.033767387,-0.46362674,1.0111972,2.5560071,0.18290636,0.791159117,0.883049095,2,9
119,119,0.74170804,0.09663923,1.5190295,2.6622446,2.8926497,-0.35457632,-0.47078332,1.3968165,5.203982,0.07318845,0.59161804,0.740219751,8,6
120,120,0.96013147,0.109153345,1.0233158,2.6411974,3.5564024,-0.1761782,-0.16206686,0.32578617,4.1346254,-0.14778376,0.632573759,0.769588301,8,6
121,121,0.77125984,-0.040424656,1.5603405,2.3081763,3.6479356,-0.62427104,-0.48090926,1.7411616,4.0827365,-0.62142694,0.697369708,0.820937517,8,6
122,122,1.1321306,-0.39106795,1.4158928,2.1837902,4.1901536,-0.2341936,-0.27815348,0.111701764,4.3840866,-0.38738173,0.65634479,0.787682069,8,6
123,123,0.11229124,0.17048825,1.2643914,2.1579447,2.9756901,-0.2689392,-0.80673546,1.23184,3.475409,-0.69439954,0.737824368,0.848061604,1,5
124,124,0.6753966,0.1737019,1.6081561,3.0296674,2.9353876,-0.051403176,-0.29578987,1.3851912,5.889634,-0.4047879,0.563036688,0.715761011,6,2
125,125,-0.1413649,-0.19883494,1.2608231,2.7343423,3.527062,-0.05461816,-0.6367327,0.6192998,2.9959836,-0.041044492,0.804586792,0.890357926,3,7
126,126,0.12260224,0.08438765,1.6906077,2.2100174,2.3418272,-0.576366,-0.47792137,0.8689029,4.3177547,-0.33334693,0.643929282,0.780068279,5,4
127,127,0.23690069,-0.4592534,1.170913,2.3916805,3.462727,-0.25277302,-0.48364452,1.1491295,2.1670356,-0.8292873,0.830972391,0.907454653,4,8
128,128,0.08131886,0.027492575,0.968632,2.0311432,2.7028067,-0.5203645,-0.57655984,0.9971727,3.2240083,-0.08292972,0.746895843,0.853608193,1,5
129,129,0.5671758,-0.30874717,1.2294004,2.1678503,3.4160888,-0.16248204,-0.5228625,1.0907081,4.452717,-0.4732899,0.669301412,0.80036462,8,6
130,130,0.7067201,0.0087468,1.0475152,2.0995154,3.065402,-0.28380108,-0.5100787,1.1335634,3.330091,-0.34371275,0.695985845,0.81957806,1,5
131,131,0.28545716,0.085506335,0.93392986,1.8194903,2.069542,-0.51460665,-0.52836865,0.86941016,2.208617,-0.46560717,0.763018039,0.864493473,4,8
132,132,0.75655276,-0.3476025,0.9893826,2.3669975,3.2807148,-0.77100587,-0.52524126,1.4265872,4.3461585,-0.15566875,0.645463354,0.783717411,8,6
133,133,1.1679792,0.51067495,0.04377142,1.9721466,2.126211,0.25507548,-0.54152584,0.60845196,4.225218,-0.75947684,0.434267414,0.601870366,1,5
134,134,0.5888207,-0.47242707,0.9811892,2.1970983,3.324795,0.039509732,-0.43525082,0.8792917,2.1056206,-0.40521482,0.787142464,0.880288051,4,8
135,135,-0.04231372,-0.29757467,0.8411855,2.206751,3.474654,-0.19741702,-0.5144956,0.57810473,2.6289196,-0.22935823,0.806558736,0.892175609,4,8
136,136,1.2454785,-0.3702283,1.0457051,1.823246,2.3092535,-0.48784664,-0.41850483,0.9116099,4.0192003,-0.56998926,0.539290855,0.698043543,1,5
137,137,0.78288776,0.34569433,0.95212907,2.5395162,3.8162453,-0.67285943,-0.4334736,0.9173685,4.3052125,-0.4079683,0.645330383,0.782519282,8,6
138,138,1.5507648,-0.48843807,0.5604491,1.7591699,2.6158907,-0.72124904,-0.2818487,1.3097403,5.2045913,-0.64107764,0.483482132,0.649997946,0,1
139,139,0.29864103,-0.5610629,1.0971754,3.0931988,3.386109,-0.12999833,-0.46250966,1.5437118,2.632178,-0.5789277,0.785234349,0.879494148,4,8
140,140,0.32348946,-0.27279225,1.0137897,2.3111486,3.065279,-0.37018156,-0.46605745,1.0326859,2.770614,-0.60658747,0.762401021,0.864170336,4,8
141,141,0.58545643,-0.48457706,1.2577507,2.6738827,3.732226,-0.7268827,-0.24543995,1.7118632,4.119734,-0.35929525,0.685863049,0.812742936,8,6
142,142,0.8126826,-0.09395561,0.8056517,2.0590067,2.6468272,-0.3779104,-0.59553045,1.2164363,3.4189136,-0.60829,0.649531657,0.786877556,1,5
143,143,0.054950956,-0.07326539,0.96861553,2.3677058,3.2937188,-0.06392663,-0.3989565,1.2743491,2.6786132,-0.13916104,0.798443644,0.887616299,4,8
144,144,1.2086164,0.06505386,0.89572024,1.6519961,2.7856665,-0.20352979,-0.54358745,0.7530598,3.3942122,-0.567717,0.59171435,0.739826196,1,5
145,145,-0.13903938,0.0383841,0.97380173,2.9758847,3.4265416,-0.039835,-0.6736002,1.1278406,3.2919118,-0.3426968,0.770462685,0.869737757,3,7
146,146,-0.02819273,-0.3099945,0.7456988,2.8496606,3.2234547,-0.33755207,-0.62862504,0.6278603,3.054177,-0.20097089,0.766738925,0.866606688,4,8
147,147,0.034962863,-0.25984913,1.0644879,2.4554207,3.7934527,-0.2600434,-0.2078087,0.7942497,3.009076,-0.31144533,0.788742938,0.880941497,3,7
148,148,0.27043167,-0.21900572,1.2459664,2.8046436,3.3075054,0.27918777,-0.8307175,0.71790045,3.1282907,-0.38311234,0.766856174,0.866411292,3,7
149,149,-0.6537105,0.23137332,0.44954097,2.9702935,2.1758885,0.26362565,-0.3063681,0.9128375,3.3221786,0.005296137,0.710476855,0.829365075,4,8
150,150,0.30025956,0.16762015,1.1262963,1.9836767,3.6180887,-0.4063515,-0.38043827,0.6472017,3.9096665,-0.35791305,0.706356976,0.82547412,8,6
151,151,0.58844286,0.32800803,1.8359766,3.1559286,2.9284885,-0.051805157,-0.103227824,0.69142973,4.9370747,-0.12911871,0.611716947,0.751937659,5,4
152,152,0.8403832,0.000402173,1.134557,1.7658287,2.2512288,-0.7207502,-0.64046407,1.1889534,3.0845933,-0.55130655,0.659959038,0.794192108,1,5
153,153,0.4530188,-0.13228686,1.2404897,2.4830432,2.8964896,-0.00848911,-0.6073136,0.7949341,3.7573214,-0.51590127,0.694378174,0.817467016,1,5
154,154,-1.0836151,-0.16130565,-0.25450593,4.152064,3.2880626,-0.26789936,-0.01682072,0.9093294,2.0601075,-0.831369,0.837670088,0.911528407,2,9
155,155,0.8797857,-0.39172363,0.9227182,1.9008962,2.6968896,-0.06463208,-0.14988492,0.82692915,4.097303,-0.49854064,0.579886825,0.73020805,1,5
156,156,0.95242417,-0.6036917,0.8738204,1.3861367,2.7187786,-0.7162691,-0.52755547,1.0095137,3.5146132,-0.6959344,0.645657225,0.783635318,1,5
157,157,-0.52368784,0.19544825,0.4463923,2.4050016,2.4859247,0.4091682,-0.5637586,1.0188745,2.6946816,0.11201777,0.767068066,0.867593927,4,8
158,158,1.3601966,0.1937375,0.8600072,2.4253557,2.6631198,-0.7498029,-0.38115525,1.6037897,6.4149184,-0.56778586,0.462910352,0.63053317,0,1
159,159,1.0287087,-0.332848,1.2889577,2.3802772,2.9095597,-0.25324133,-0.55431634,1.4646095,3.7700336,-0.5703423,0.643351954,0.782031325,1,5
160,160,-0.58105904,0.11510216,0.48757464,2.578824,2.7188573,-0.6734166,-0.15413503,0.109190635,2.3979886,-0.44556874,0.801464234,0.888419597,4,8
161,161,0.37585005,-0.56727475,0.82198864,2.647627,3.388701,-0.70515347,-0.403504,1.4023888,4.2953825,0.018785646,0.686385887,0.813417062,8,6
162,162,-0.000525107,0.102317736,1.1615431,2.27311,3.4778798,-0.21189158,-0.27498248,0.29038545,3.1298308,0.023023413,0.776766088,0.872414281,3,7
163,163,0.35339168,0.27540442,1.6823158,2.6705863,3.1139576,-0.31638235,-0.31154507,1.2876322,4.318921,-0.49590358,0.688674778,0.813321786,8,6
164,164,0.7258699,0.10675371,1.3217579,2.5029354,2.8743622,-0.26642874,-0.3397002,0.95603,3.9307237,-0.23172806,0.649616079,0.784252449,8,6
165,165,-0.6126409,-0.02480086,0.4711942,3.3932436,3.294231,-0.7338777,-0.47389507,1.3001341,3.235787,0.25195938,0.771867048,0.87079225,3,7
166,166,1.5033861,0.7710245,0.29823917,2.5592666,2.3601117,-1.0863911,0.10814452,0.58536136,5.4666867,0.18764757,0.370709033,0.526666864,0,1
167,167,0.18903548,-0.48990282,0.89146155,2.2284827,3.110677,-0.16135544,-0.30466023,0.65662414,2.8549237,-0.07335006,0.766189773,0.866400152,4,8
